Subfamily,Genus,Species,Long,Lat
Hydrophiinae,Hydrophis,Hyd_cur,149.05,-20.9
Hydrophiinae,Hydrophis,Hyd_cur,149.333333,-21.433333
Hydrophiinae,Hydrophis,Hyd_cya,50.22174444,26.22852222
Hydrophiinae,Hydrophis,Hyd_cya,53,26.51666667
Hydrophiinae,Hydrophis,Hyd_cya,54.55,26.55
Hydrophiinae,Hydrophis,Hyd_cya,58.25,23.6333
Hydrophiinae,Hydrophis,Hyd_cya,66.942125,24.749806
Hydrophiinae,Hydrophis,Hyd_cya,95.729982,11.287888
Hydrophiinae,Hydrophis,Hyd_cya,96.6,12.43
Hydrophiinae,Hydrophis,Hyd_cya,103.466667,4.5
Hydrophiinae,Hydrophis,Hyd_cya,106.605553,9.732964
Hydrophiinae,Hydrophis,Hyd_cya,106.9333,9.7167
Hydrophiinae,Hydrophis,Hyd_cya,106.9833333,-5.833333333
Hydrophiinae,Hydrophis,Hyd_cya,107,2.633333
Hydrophiinae,Hydrophis,Hyd_cya,109.505,18.243
Hydrophiinae,Hydrophis,Hyd_cya,120.231431,22.524717
Hydrophiinae,Hydrophis,Hyd_cya,120.7605556,11.42861111
Hydrophiinae,Hydrophis,Hyd_cya,120.888711,22.194851
Hydrophiinae,Hydrophis,Hyd_cya,129.333,28.333
Hydrophiinae,Hydrophis,Hyd_cya,129.45889,28.29694
Hydrophiinae,Hydrophis,Hyd_cya,139.132198,-13.184046
Hydrophiinae,Hydrophis,Hyd_cya,143,-10
Hydrophiinae,Hydrophis,Hyd_cya,143.9413813,-9.081976388
Hydrophiinae,Hydrophis,Hyd_cya,146.03333,-8.13333
Hydrophiinae,Hydrophis,Hyd_cya,146.06666,-8.18333
Hydrophiinae,Hydrophis,Hyd_cya,52.2,26.8333
Hydrophiinae,Hydrophis,Hyd_cya,52.6,24.183333
Hydrophiinae,Hydrophis,Hyd_cya,79,8.5
Hydrophiinae,Hydrophis,Hyd_cya,100.002639,13.414556
Hydrophiinae,Hydrophis,Hyd_cya,103.3,7
Hydrophiinae,Hydrophis,Hyd_cya,106.417031,-7.034263
Hydrophiinae,Hydrophis,Hyd_cya,108.099998,10.933333
Hydrophiinae,Hydrophis,Hyd_cya,108.219272,16.099281
Hydrophiinae,Hydrophis,Hyd_cya,110.342,20.046
Hydrophiinae,Hydrophis,Hyd_cya,113.216667,-7.75
Hydrophiinae,Hydrophis,Hyd_cya,120.761736,14.576803
Hydrophiinae,Hydrophis,Hyd_cya,120.900833,14.501111
Hydrophiinae,Hydrophis,Hyd_cya,120.939,14.567
Hydrophiinae,Hydrophis,Hyd_cya,121.5855528,6.66115
Hydrophiinae,Hydrophis,Hyd_cya,121.75,25.17
Hydrophiinae,Hydrophis,Hyd_cya,127.74,26.3556
Hydrophiinae,Hydrophis,Hyd_cya,127.746,26.3227
Hydrophiinae,Hydrophis,Hyd_cya,127.83903,26.25569
Hydrophiinae,Hydrophis,Hyd_cya,132.15,-11.27
Hydrophiinae,Hydrophis,Hyd_cya,139.043,34.7736
Hydrophiinae,Hydrophis,Hyd_cya,145.25,-7.91667
Hydrophiinae,Hydrophis,Hyd_cya,145.25,-7.916
Hydrophiinae,Hydrophis,Hyd_cze,122.244327,-17.951221
Hydrophiinae,Hydrophis,Hyd_cze,116.1,-20.1666
Hydrophiinae,Hydrophis,Hyd_cze,124,-11
Hydrophiinae,Hydrophis,Hyd_cze,116.36667,-19.55
Hydrophiinae,Hydrophis,Hyd_cze,117.2333,-19.5
Hydrophiinae,Hydrophis,Hyd_cze,116.1,-20.166667
Hydrophiinae,Hydrophis,Hyd_cze,116.85,-20.2
Hydrophiinae,Hydrophis,Hyd_cze,121.16667,-19.49667
Hydrophiinae,Hydrophis,Hyd_ele,113.083333,-25.833333
Hydrophiinae,Hydrophis,Hyd_ele,113.333333,-25.833333
Hydrophiinae,Hydrophis,Hyd_ele,113.5,-24.9166
Hydrophiinae,Hydrophis,Hyd_ele,113.5,-24.833333
Hydrophiinae,Hydrophis,Hyd_ele,113.5,-24.9167
Hydrophiinae,Hydrophis,Hyd_ele,113.6167,-26.4
Hydrophiinae,Hydrophis,Hyd_ele,113.78,-26.27
Hydrophiinae,Hydrophis,Hyd_ele,115.1833,-33.65
Hydrophiinae,Hydrophis,Hyd_ele,115.25,-33.583333
Hydrophiinae,Hydrophis,Hyd_ele,115.3333,-33.65
Hydrophiinae,Hydrophis,Hyd_ele,116.666667,-20
Hydrophiinae,Hydrophis,Hyd_ele,117.4333,-19.6
Hydrophiinae,Hydrophis,Hyd_ele,118.15,-19.533
Hydrophiinae,Hydrophis,Hyd_ele,118.6,-20.31667
Hydrophiinae,Hydrophis,Hyd_ele,122.23333,-17.96667
Hydrophiinae,Hydrophis,Hyd_ele,123,-12.25
Hydrophiinae,Hydrophis,Hyd_ele,124.57,-13.93
Hydrophiinae,Hydrophis,Hyd_ele,124.6,-14
Hydrophiinae,Hydrophis,Hyd_ele,125.05,-14.883
Hydrophiinae,Hydrophis,Hyd_ele,127.666,-13.933
Hydrophiinae,Hydrophis,Hyd_ele,127.7,-13.93333
Hydrophiinae,Hydrophis,Hyd_ele,127.7167,-13.8833
Hydrophiinae,Hydrophis,Hyd_ele,127.733,-14
Hydrophiinae,Hydrophis,Hyd_ele,127.75,-14.03333
Hydrophiinae,Hydrophis,Hyd_ele,127.766,-13.933
Hydrophiinae,Hydrophis,Hyd_ele,127.98333,-13.96666
Hydrophiinae,Hydrophis,Hyd_ele,128.0191,-13.90425
Hydrophiinae,Hydrophis,Hyd_ele,128.0667,-13.9167
Hydrophiinae,Hydrophis,Hyd_ele,128.0377,-13.7616
Hydrophiinae,Hydrophis,Hyd_ele,128.15,-13.95
Hydrophiinae,Hydrophis,Hyd_ele,128.156,-13.8708
Hydrophiinae,Hydrophis,Hyd_ele,128.2,-13.96666
Hydrophiinae,Hydrophis,Hyd_ele,128.21667,-13.75
Hydrophiinae,Hydrophis,Hyd_ele,128.3333,-13.8
Hydrophiinae,Hydrophis,Hyd_ele,128.3167,-13.8717
Hydrophiinae,Hydrophis,Hyd_ele,128.4,-13.7
Hydrophiinae,Hydrophis,Hyd_ele,128.416,-13.633
Hydrophiinae,Hydrophis,Hyd_ele,128.483,-13.733
Hydrophiinae,Hydrophis,Hyd_ele,128.516,-13.733
Hydrophiinae,Hydrophis,Hyd_ele,129.22701,-12.455
Hydrophiinae,Hydrophis,Hyd_ele,130.45,-11.3
Hydrophiinae,Hydrophis,Hyd_ele,130.6333,-11.7833
Hydrophiinae,Hydrophis,Hyd_ele,130.65,-11.316
Hydrophiinae,Hydrophis,Hyd_ele,130.6833,-11.3333
Hydrophiinae,Hydrophis,Hyd_ele,130.8690548,-12.35765118
Hydrophiinae,Hydrophis,Hyd_ele,130.9333,-11.05
Hydrophiinae,Hydrophis,Hyd_ele,130.9833,-11.1
Hydrophiinae,Hydrophis,Hyd_ele,131.166,-11.1
Hydrophiinae,Hydrophis,Hyd_ele,131.22,-11.1122
Hydrophiinae,Hydrophis,Hyd_ele,131.25,-11.066
Hydrophiinae,Hydrophis,Hyd_ele,131.567,-12.233
Hydrophiinae,Hydrophis,Hyd_ele,131.66701,-11.25
Hydrophiinae,Hydrophis,Hyd_ele,132.14999,-11.25
Hydrophiinae,Hydrophis,Hyd_ele,132.5,-2.5
Hydrophiinae,Hydrophis,Hyd_ele,132.5167,-10.85
Hydrophiinae,Hydrophis,Hyd_ele,132.5167,-10.9333
Hydrophiinae,Hydrophis,Hyd_ele,132.55,-11.12
Hydrophiinae,Hydrophis,Hyd_ele,132.7,-10.9
Hydrophiinae,Hydrophis,Hyd_ele,133,-9
Hydrophiinae,Hydrophis,Hyd_ele,133.45,-11.55
Hydrophiinae,Hydrophis,Hyd_ele,133.9,-11.85
Hydrophiinae,Hydrophis,Hyd_ele,134.1,-11.883
Hydrophiinae,Hydrophis,Hyd_ele,135.58,-11.97
Hydrophiinae,Hydrophis,Hyd_ele,135.8167,-14.8667
Hydrophiinae,Hydrophis,Hyd_ele,136.0667,-14.5167
Hydrophiinae,Hydrophis,Hyd_ele,136.0667,-13.95
Hydrophiinae,Hydrophis,Hyd_ele,136.06916,-14.38419
Hydrophiinae,Hydrophis,Hyd_ele,136.1025,-14.28835
Hydrophiinae,Hydrophis,Hyd_ele,136.1333,-14.5167
Hydrophiinae,Hydrophis,Hyd_ele,136.18,-14.201667
Hydrophiinae,Hydrophis,Hyd_ele,136.1833,-14.3
Hydrophiinae,Hydrophis,Hyd_ele,136.1995,-14.4165
Hydrophiinae,Hydrophis,Hyd_ele,136.199444,-14.416667
Hydrophiinae,Hydrophis,Hyd_ele,136.25,-14.1
Hydrophiinae,Hydrophis,Hyd_ele,136.27667,-14.39
Hydrophiinae,Hydrophis,Hyd_ele,136.333,-14.25
Hydrophiinae,Hydrophis,Hyd_ele,136.2667,-15.4333
Hydrophiinae,Hydrophis,Hyd_ele,136.2975,-14.4382
Hydrophiinae,Hydrophis,Hyd_ele,136.3483,-14.4933
Hydrophiinae,Hydrophis,Hyd_ele,136.35,-14.3
Hydrophiinae,Hydrophis,Hyd_ele,136.35117,-14.14856
Hydrophiinae,Hydrophis,Hyd_ele,136.416,-14.416
Hydrophiinae,Hydrophis,Hyd_ele,136.4217,-14.4333
Hydrophiinae,Hydrophis,Hyd_ele,136.433,-11.216
Hydrophiinae,Hydrophis,Hyd_ele,136.4667,-14.5167
Hydrophiinae,Hydrophis,Hyd_ele,136.5167,-14.5167
Hydrophiinae,Hydrophis,Hyd_ele,136.58333,-14.46667
Hydrophiinae,Hydrophis,Hyd_ele,136.56168,-14.33573
Hydrophiinae,Hydrophis,Hyd_ele,136.6333,-14.4333
Hydrophiinae,Hydrophis,Hyd_ele,136.65,-14.5833
Hydrophiinae,Hydrophis,Hyd_ele,136.651163,-12.848565
Hydrophiinae,Hydrophis,Hyd_ele,136.7333,-15.0333
Hydrophiinae,Hydrophis,Hyd_ele,136.698611,-13.273056
Hydrophiinae,Hydrophis,Hyd_ele,136.7333,-13
Hydrophiinae,Hydrophis,Hyd_ele,136.71667,-12.98333
Hydrophiinae,Hydrophis,Hyd_ele,136.6667,-14.65
Hydrophiinae,Hydrophis,Hyd_ele,136.67092,-13.566
Hydrophiinae,Hydrophis,Hyd_ele,136.675833,-14.992222
Hydrophiinae,Hydrophis,Hyd_ele,136.680556,-13.363056
Hydrophiinae,Hydrophis,Hyd_ele,136.7167,-13.45
Hydrophiinae,Hydrophis,Hyd_ele,136.68333,-13.21666
Hydrophiinae,Hydrophis,Hyd_ele,136.703333,-14.816667
Hydrophiinae,Hydrophis,Hyd_ele,136.69333,-14.69
Hydrophiinae,Hydrophis,Hyd_ele,136.725,-13.125
Hydrophiinae,Hydrophis,Hyd_ele,136.726389,-11.836389
Hydrophiinae,Hydrophis,Hyd_ele,136.7093,-11.9172
Hydrophiinae,Hydrophis,Hyd_ele,136.7665,-13.2597
Hydrophiinae,Hydrophis,Hyd_ele,136.76667,-13.38333
Hydrophiinae,Hydrophis,Hyd_ele,136.79,-13.46333
Hydrophiinae,Hydrophis,Hyd_ele,136.77994,-13.23403
Hydrophiinae,Hydrophis,Hyd_ele,136.75,-14.65
Hydrophiinae,Hydrophis,Hyd_ele,136.796667,-14.673333
Hydrophiinae,Hydrophis,Hyd_ele,136.775,-14.9933
Hydrophiinae,Hydrophis,Hyd_ele,136.783,-13.166
Hydrophiinae,Hydrophis,Hyd_ele,136.8167,-13.5
Hydrophiinae,Hydrophis,Hyd_ele,136.8,-15.05
Hydrophiinae,Hydrophis,Hyd_ele,136.7667,-12.95
Hydrophiinae,Hydrophis,Hyd_ele,136.81725,-11.86991
Hydrophiinae,Hydrophis,Hyd_ele,136.7725,-14.80666
Hydrophiinae,Hydrophis,Hyd_ele,136.76667,-11.8
Hydrophiinae,Hydrophis,Hyd_ele,136.8,-13
Hydrophiinae,Hydrophis,Hyd_ele,136.806,-13.614
Hydrophiinae,Hydrophis,Hyd_ele,136.838,-13.216
Hydrophiinae,Hydrophis,Hyd_ele,136.866,-13
Hydrophiinae,Hydrophis,Hyd_ele,136.85,-14.9167
Hydrophiinae,Hydrophis,Hyd_ele,136.913333,-14.7
Hydrophiinae,Hydrophis,Hyd_ele,136.8511639,-13.5485611
Hydrophiinae,Hydrophis,Hyd_ele,136.86667,-13.28333
Hydrophiinae,Hydrophis,Hyd_ele,136.866,-13.416
Hydrophiinae,Hydrophis,Hyd_ele,136.88333,-12.95
Hydrophiinae,Hydrophis,Hyd_ele,136.86667,-13.41667
Hydrophiinae,Hydrophis,Hyd_ele,136.8833,-15.0833
Hydrophiinae,Hydrophis,Hyd_ele,136.883,-11.75
Hydrophiinae,Hydrophis,Hyd_ele,136.8833,-15.1333
Hydrophiinae,Hydrophis,Hyd_ele,136.90333,-14.60333
Hydrophiinae,Hydrophis,Hyd_ele,136.9,-15.1667
Hydrophiinae,Hydrophis,Hyd_ele,136.91385,-13.15169
Hydrophiinae,Hydrophis,Hyd_ele,136.9667,-15.05
Hydrophiinae,Hydrophis,Hyd_ele,136.9667,-14.65
Hydrophiinae,Hydrophis,Hyd_ele,136.9667,-14.6667
Hydrophiinae,Hydrophis,Hyd_ele,136.92883,-13.4437
Hydrophiinae,Hydrophis,Hyd_ele,136.95,-15.1333
Hydrophiinae,Hydrophis,Hyd_ele,136.93333,-11.9
Hydrophiinae,Hydrophis,Hyd_ele,136.95448,-13.39835
Hydrophiinae,Hydrophis,Hyd_ele,136.9667,-15.1667
Hydrophiinae,Hydrophis,Hyd_ele,136.975833,-13.56
Hydrophiinae,Hydrophis,Hyd_ele,136.99417,-13.69916
Hydrophiinae,Hydrophis,Hyd_ele,137.0333,-15.1
Hydrophiinae,Hydrophis,Hyd_ele,137.0833,-15.2
Hydrophiinae,Hydrophis,Hyd_ele,137,-14.6667
Hydrophiinae,Hydrophis,Hyd_ele,137.0667,-14.6
Hydrophiinae,Hydrophis,Hyd_ele,137.066,-15.066
Hydrophiinae,Hydrophis,Hyd_ele,137,-13.66667
Hydrophiinae,Hydrophis,Hyd_ele,137,-14.8
Hydrophiinae,Hydrophis,Hyd_ele,137,-13.666
Hydrophiinae,Hydrophis,Hyd_ele,137.0167,-13.3667
Hydrophiinae,Hydrophis,Hyd_ele,137.025,-14.89
Hydrophiinae,Hydrophis,Hyd_ele,137.05,-13.45
Hydrophiinae,Hydrophis,Hyd_ele,137.0667,-15.4
Hydrophiinae,Hydrophis,Hyd_ele,137.16666,-15.05
Hydrophiinae,Hydrophis,Hyd_ele,137.1,-14.883
Hydrophiinae,Hydrophis,Hyd_ele,137.11667,-14.7
Hydrophiinae,Hydrophis,Hyd_ele,137.11931,-15.14162
Hydrophiinae,Hydrophis,Hyd_ele,137.1533,-14.805
Hydrophiinae,Hydrophis,Hyd_ele,137.17833,-14.79
Hydrophiinae,Hydrophis,Hyd_ele,137.2,-15.4
Hydrophiinae,Hydrophis,Hyd_ele,137.2335,-15.07858
Hydrophiinae,Hydrophis,Hyd_ele,137.328333,-15.378333
Hydrophiinae,Hydrophis,Hyd_ele,137.39667,-15.155
Hydrophiinae,Hydrophis,Hyd_ele,137.35,-15.4
Hydrophiinae,Hydrophis,Hyd_ele,137.4,-15.3167
Hydrophiinae,Hydrophis,Hyd_ele,137.417,-15.117
Hydrophiinae,Hydrophis,Hyd_ele,137.43333,-13.38333
Hydrophiinae,Hydrophis,Hyd_ele,137.49,-15.32667
Hydrophiinae,Hydrophis,Hyd_ele,137.487,-15.3667
Hydrophiinae,Hydrophis,Hyd_ele,137.5717,-15.572
Hydrophiinae,Hydrophis,Hyd_ele,137.55167,-15.91
Hydrophiinae,Hydrophis,Hyd_ele,137.5,-15.41667
Hydrophiinae,Hydrophis,Hyd_ele,137.5,-15.616
Hydrophiinae,Hydrophis,Hyd_ele,137.5833,-15.7
Hydrophiinae,Hydrophis,Hyd_ele,137.65959,-15.53455
Hydrophiinae,Hydrophis,Hyd_ele,137.61501,-12.3182
Hydrophiinae,Hydrophis,Hyd_ele,137.61667,-15.96666
Hydrophiinae,Hydrophis,Hyd_ele,137.6167,-15.4333
Hydrophiinae,Hydrophis,Hyd_ele,137.666,-15.833
Hydrophiinae,Hydrophis,Hyd_ele,137.6667,-14.3667
Hydrophiinae,Hydrophis,Hyd_ele,137.71165,-15.52983
Hydrophiinae,Hydrophis,Hyd_ele,137.73667,-15.44916
Hydrophiinae,Hydrophis,Hyd_ele,137.7,-15.88333
Hydrophiinae,Hydrophis,Hyd_ele,137.7333,-15.7833
Hydrophiinae,Hydrophis,Hyd_ele,137.74,-15.741
Hydrophiinae,Hydrophis,Hyd_ele,137.75,-15.7333
Hydrophiinae,Hydrophis,Hyd_ele,137.8133,-15.4667
Hydrophiinae,Hydrophis,Hyd_ele,137.8167,-15.7543
Hydrophiinae,Hydrophis,Hyd_ele,137.9083,-15.685
Hydrophiinae,Hydrophis,Hyd_ele,137.898333,-15.579444
Hydrophiinae,Hydrophis,Hyd_ele,137.9,-15.75
Hydrophiinae,Hydrophis,Hyd_ele,137.95,-15.75
Hydrophiinae,Hydrophis,Hyd_ele,137.955,-15.68167
Hydrophiinae,Hydrophis,Hyd_ele,137.98491,-15.606
Hydrophiinae,Hydrophis,Hyd_ele,138.0667,-15.7
Hydrophiinae,Hydrophis,Hyd_ele,138.03583,-15.61722
Hydrophiinae,Hydrophis,Hyd_ele,138.09916,-15.67083
Hydrophiinae,Hydrophis,Hyd_ele,138.1348,-15.9
Hydrophiinae,Hydrophis,Hyd_ele,138.15025,-15.75694
Hydrophiinae,Hydrophis,Hyd_ele,138.166,-15.666
Hydrophiinae,Hydrophis,Hyd_ele,138.225,-15.79167
Hydrophiinae,Hydrophis,Hyd_ele,138.1833,-15.85
Hydrophiinae,Hydrophis,Hyd_ele,138.216,-15.733
Hydrophiinae,Hydrophis,Hyd_ele,138.26273,-15.80809
Hydrophiinae,Hydrophis,Hyd_ele,138.281667,-16
Hydrophiinae,Hydrophis,Hyd_ele,138.31617,-15.97116
Hydrophiinae,Hydrophis,Hyd_ele,138.3,-15.58333
Hydrophiinae,Hydrophis,Hyd_ele,138.4,-13.6
Hydrophiinae,Hydrophis,Hyd_ele,138.4511624,-16.44854122
Hydrophiinae,Hydrophis,Hyd_ele,138.45116,-16.54854
Hydrophiinae,Hydrophis,Hyd_ele,138.4775,-16.38333
Hydrophiinae,Hydrophis,Hyd_ele,138.5,-16.36666
Hydrophiinae,Hydrophis,Hyd_ele,138.55693,-16.41829
Hydrophiinae,Hydrophis,Hyd_ele,138.66666,-16.35
Hydrophiinae,Hydrophis,Hyd_ele,138.64563,-16.276
Hydrophiinae,Hydrophis,Hyd_ele,138.685556,-16.381111
Hydrophiinae,Hydrophis,Hyd_ele,138.716,-13.166
Hydrophiinae,Hydrophis,Hyd_ele,138.716,-13.416
Hydrophiinae,Hydrophis,Hyd_ele,138.71667,-13.16667
Hydrophiinae,Hydrophis,Hyd_ele,138.71667,-13.41667
Hydrophiinae,Hydrophis,Hyd_ele,138.76667,-16.395
Hydrophiinae,Hydrophis,Hyd_ele,138.814444,-16.451944
Hydrophiinae,Hydrophis,Hyd_ele,138.81666,-15.36666
Hydrophiinae,Hydrophis,Hyd_ele,138.86667,-16.43333
Hydrophiinae,Hydrophis,Hyd_ele,138.9,-16.36667
Hydrophiinae,Hydrophis,Hyd_ele,138.951157,-16.448538
Hydrophiinae,Hydrophis,Hyd_ele,138.935833,-16.361389
Hydrophiinae,Hydrophis,Hyd_ele,138.95801,-16.27548
Hydrophiinae,Hydrophis,Hyd_ele,139,-16.5
Hydrophiinae,Hydrophis,Hyd_ele,139.05085,-16.4934
Hydrophiinae,Hydrophis,Hyd_ele,139.132198,-13.184046
Hydrophiinae,Hydrophis,Hyd_ele,139.2,-15.7
Hydrophiinae,Hydrophis,Hyd_ele,139.21667,-15.93333
Hydrophiinae,Hydrophis,Hyd_ele,139.21667,-15.9
Hydrophiinae,Hydrophis,Hyd_ele,139.24733,-16.00125
Hydrophiinae,Hydrophis,Hyd_ele,139.30566,-15.98266
Hydrophiinae,Hydrophis,Hyd_ele,139.266,-15.866
Hydrophiinae,Hydrophis,Hyd_ele,139.3,-15.83333
Hydrophiinae,Hydrophis,Hyd_ele,139.30773,-16.00605
Hydrophiinae,Hydrophis,Hyd_ele,139.39721,-15.98888
Hydrophiinae,Hydrophis,Hyd_ele,139.363335,-16.0075
Hydrophiinae,Hydrophis,Hyd_ele,139.4,-15.9
Hydrophiinae,Hydrophis,Hyd_ele,139.433,-15.9
Hydrophiinae,Hydrophis,Hyd_ele,139.45,-15.91667
Hydrophiinae,Hydrophis,Hyd_ele,139.4905,-16.09925
Hydrophiinae,Hydrophis,Hyd_ele,139.52083,-15.99
Hydrophiinae,Hydrophis,Hyd_ele,139.55,-15.73333
Hydrophiinae,Hydrophis,Hyd_ele,139.57325,-16.05008
Hydrophiinae,Hydrophis,Hyd_ele,139.655,-15.975
Hydrophiinae,Hydrophis,Hyd_ele,139.616667,-15.75
Hydrophiinae,Hydrophis,Hyd_ele,139.625,-16.03167
Hydrophiinae,Hydrophis,Hyd_ele,139.64603,-16.13903
Hydrophiinae,Hydrophis,Hyd_ele,139.65,-15.716667
Hydrophiinae,Hydrophis,Hyd_ele,139.65,-15.9
Hydrophiinae,Hydrophis,Hyd_ele,139.66667,-15.73333
Hydrophiinae,Hydrophis,Hyd_ele,139.71667,-15.93333
Hydrophiinae,Hydrophis,Hyd_ele,139.67,-15.4267
Hydrophiinae,Hydrophis,Hyd_ele,139.716667,-16.1
Hydrophiinae,Hydrophis,Hyd_ele,139.68333,-16.06667
Hydrophiinae,Hydrophis,Hyd_ele,139.73333,-15.81667
Hydrophiinae,Hydrophis,Hyd_ele,139.70895,-16.18108
Hydrophiinae,Hydrophis,Hyd_ele,139.75178,-16.08264
Hydrophiinae,Hydrophis,Hyd_ele,139.766,-15.866
Hydrophiinae,Hydrophis,Hyd_ele,139.83333,-15.98333
Hydrophiinae,Hydrophis,Hyd_ele,139.833,-16.116
Hydrophiinae,Hydrophis,Hyd_ele,139.85,-15.983333
Hydrophiinae,Hydrophis,Hyd_ele,139.86667,-17.18333
Hydrophiinae,Hydrophis,Hyd_ele,139.87875,-15.9155
Hydrophiinae,Hydrophis,Hyd_ele,139.9,-16.11666
Hydrophiinae,Hydrophis,Hyd_ele,139.96,-17.42
Hydrophiinae,Hydrophis,Hyd_ele,139.966,-17.416
Hydrophiinae,Hydrophis,Hyd_ele,140,-17
Hydrophiinae,Hydrophis,Hyd_ele,140,-16.7
Hydrophiinae,Hydrophis,Hyd_ele,140.066,-16.95
Hydrophiinae,Hydrophis,Hyd_ele,140.006944,-16.425
Hydrophiinae,Hydrophis,Hyd_ele,140.016,-16.666
Hydrophiinae,Hydrophis,Hyd_ele,140.05,-16.833
Hydrophiinae,Hydrophis,Hyd_ele,140.05667,-16.835
Hydrophiinae,Hydrophis,Hyd_ele,140.06,-13.48
Hydrophiinae,Hydrophis,Hyd_ele,140.06667,-16.40833
Hydrophiinae,Hydrophis,Hyd_ele,140.13806,-16.83306
Hydrophiinae,Hydrophis,Hyd_ele,140.1,-16.5
Hydrophiinae,Hydrophis,Hyd_ele,140.10001,-16.8667
Hydrophiinae,Hydrophis,Hyd_ele,140.21667,-17.025
Hydrophiinae,Hydrophis,Hyd_ele,140.2163,-16.80459
Hydrophiinae,Hydrophis,Hyd_ele,140.23683,-16.74931
Hydrophiinae,Hydrophis,Hyd_ele,140.25683,-16.55608
Hydrophiinae,Hydrophis,Hyd_ele,140.27975,-17.04308
Hydrophiinae,Hydrophis,Hyd_ele,140.30192,-16.981
Hydrophiinae,Hydrophis,Hyd_ele,140.406,-16.71333
Hydrophiinae,Hydrophis,Hyd_ele,140.418889,-16.6675
Hydrophiinae,Hydrophis,Hyd_ele,140.51667,-16.96667
Hydrophiinae,Hydrophis,Hyd_ele,140.56666,-16.83833
Hydrophiinae,Hydrophis,Hyd_ele,140.61025,-16.88192
Hydrophiinae,Hydrophis,Hyd_ele,140.59666,-16.93666
Hydrophiinae,Hydrophis,Hyd_ele,140.64667,-17.03333
Hydrophiinae,Hydrophis,Hyd_ele,140.65042,-16.51521
Hydrophiinae,Hydrophis,Hyd_ele,140.68295,-16.95024
Hydrophiinae,Hydrophis,Hyd_ele,140.70991,-16.77983
Hydrophiinae,Hydrophis,Hyd_ele,140.74167,-17.01667
Hydrophiinae,Hydrophis,Hyd_ele,140.74498,-16.7499
Hydrophiinae,Hydrophis,Hyd_ele,140.77883,-17.00938
Hydrophiinae,Hydrophis,Hyd_ele,140.81335,-16.96759
Hydrophiinae,Hydrophis,Hyd_ele,140.80765,-16.8437
Hydrophiinae,Hydrophis,Hyd_ele,140.80867,-16.68733
Hydrophiinae,Hydrophis,Hyd_ele,140.83333,-16.45
Hydrophiinae,Hydrophis,Hyd_ele,140.855,-17.21
Hydrophiinae,Hydrophis,Hyd_ele,140.85,-17.15833
Hydrophiinae,Hydrophis,Hyd_ele,140.87666,-16.145
Hydrophiinae,Hydrophis,Hyd_ele,140.88833,-15.525
Hydrophiinae,Hydrophis,Hyd_ele,141.05167,-12.67166
Hydrophiinae,Hydrophis,Hyd_ele,141.06333,-16.21166
Hydrophiinae,Hydrophis,Hyd_ele,141.12,-15.945
Hydrophiinae,Hydrophis,Hyd_ele,141.13525,-12.56633
Hydrophiinae,Hydrophis,Hyd_ele,141.14,-15.81166
Hydrophiinae,Hydrophis,Hyd_ele,141.216944,-15.883333
Hydrophiinae,Hydrophis,Hyd_ele,141.25136,-12.8441
Hydrophiinae,Hydrophis,Hyd_ele,141.26667,-13.8
Hydrophiinae,Hydrophis,Hyd_ele,141.28166,-13.975
Hydrophiinae,Hydrophis,Hyd_ele,141.3,-12.5
Hydrophiinae,Hydrophis,Hyd_ele,141.30667,-14.08333
Hydrophiinae,Hydrophis,Hyd_ele,141.30833,-14.46333
Hydrophiinae,Hydrophis,Hyd_ele,141.331667,-12.73
Hydrophiinae,Hydrophis,Hyd_ele,141.31,-13.88333
Hydrophiinae,Hydrophis,Hyd_ele,141.33333,-14.37666
Hydrophiinae,Hydrophis,Hyd_ele,141.3333,-15.8333
Hydrophiinae,Hydrophis,Hyd_ele,141.33333,-14.13333
Hydrophiinae,Hydrophis,Hyd_ele,141.33333,-15.88333
Hydrophiinae,Hydrophis,Hyd_ele,141.34167,-12.50667
Hydrophiinae,Hydrophis,Hyd_ele,141.34833,-12.32
Hydrophiinae,Hydrophis,Hyd_ele,141.35,-15.9
Hydrophiinae,Hydrophis,Hyd_ele,141.35666,-13.92333
Hydrophiinae,Hydrophis,Hyd_ele,141.36667,-14.31667
Hydrophiinae,Hydrophis,Hyd_ele,141.40967,-12.39467
Hydrophiinae,Hydrophis,Hyd_ele,141.366,-14.1
Hydrophiinae,Hydrophis,Hyd_ele,141.375,-14.40166
Hydrophiinae,Hydrophis,Hyd_ele,141.4,-14.16667
Hydrophiinae,Hydrophis,Hyd_ele,141.40908,-12.65292
Hydrophiinae,Hydrophis,Hyd_ele,141.415,-14.42667
Hydrophiinae,Hydrophis,Hyd_ele,141.41666,-12.91142
Hydrophiinae,Hydrophis,Hyd_ele,141.42283,-12.80592
Hydrophiinae,Hydrophis,Hyd_ele,141.433,-12.583
Hydrophiinae,Hydrophis,Hyd_ele,141.45,-14.316
Hydrophiinae,Hydrophis,Hyd_ele,141.44,-14.37666
Hydrophiinae,Hydrophis,Hyd_ele,141.45345,-12.74957
Hydrophiinae,Hydrophis,Hyd_ele,141.458333,-13.9
Hydrophiinae,Hydrophis,Hyd_ele,141.46667,-14.07
Hydrophiinae,Hydrophis,Hyd_ele,141.48333,-14.13333
Hydrophiinae,Hydrophis,Hyd_ele,141.48333,-14.175
