Family,Genus,Species,Temp,Limit,Base,Temperature
Hydrophinnae,Aspidomorphus,Asp_mue,0.969994,Lower,B_Bma,Max
Hydrophinnae,Aspidomorphus,Asp_mue,30.802421,Upper,B_Bma,Max
Hydrophinnae,Aspidomorphus,Asp_mue,0.984978,Lower,B_Bme,Max
Hydrophinnae,Aspidomorphus,Asp_mue,30.818314,Upper,B_Bme,Max
Hydrophinnae,Aspidomorphus,Asp_mue,0.984978,Lower,B_Bmi,Max
Hydrophinnae,Aspidomorphus,Asp_mue,30.609185,Upper,B_Bmi,Max
Hydrophinnae,Aspidomorphus,Asp_mue,29.828102,Lower,B_Surf,Max
Hydrophinnae,Aspidomorphus,Asp_mue,30.716257,Upper,B_Surf,Max
Hydrophinnae,Aspidomorphus,Asp_mue,28.34,Lower,M_Surf,Max
Hydrophinnae,Aspidomorphus,Asp_mue,29.6,Upper,M_Surf,Max
Hydrophinnae,Aspidomorphus,Asp_mue,0.950094998,Lower,B_Bma,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,28.9452076,Upper,B_Bma,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,0.965712011,Lower,B_Bme,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,29.5826149,Upper,B_Bme,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,0.965712011,Lower,B_Bmi,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,29.5826149,Upper,B_Bmi,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,27.43643951,Lower,B_Surf,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,29.74632835,Upper,B_Surf,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,26.86,Lower,M_Surf,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,28.88,Upper,M_Surf,Mean
Hydrophinnae,Aspidomorphus,Asp_mue,24.82,Lower,M_Surf,Min
Hydrophinnae,Aspidomorphus,Asp_mue,28.2,Upper,M_Surf,Min
Hydrophinnae,Aspidomorphus,Asp_mue,0.932872,Lower,B_Bma,Min
Hydrophinnae,Aspidomorphus,Asp_mue,27.100173,Upper,B_Bma,Min
Hydrophinnae,Aspidomorphus,Asp_mue,0.945871,Lower,B_Bme,Min
Hydrophinnae,Aspidomorphus,Asp_mue,28.255157,Upper,B_Bme,Min
Hydrophinnae,Aspidomorphus,Asp_mue,0.945871,Lower,B_Bmi,Min
Hydrophinnae,Aspidomorphus,Asp_mue,28.255157,Upper,B_Bmi,Min
Hydrophinnae,Aspidomorphus,Asp_mue,24.683601,Lower,B_Surf,Min
Hydrophinnae,Aspidomorphus,Asp_mue,28.898607,Upper,B_Surf,Min
Hydrophinnae,Chitulia,Chi_bel,11.134432,Lower,B_Bma,Max
Hydrophinnae,Chitulia,Chi_bel,30.961387,Upper,B_Bma,Max
Hydrophinnae,Chitulia,Chi_bel,27.546046,Lower,B_Bme,Max
Hydrophinnae,Chitulia,Chi_bel,30.92222,Upper,B_Bme,Max
Hydrophinnae,Chitulia,Chi_bel,28.047318,Lower,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_bel,30.789996,Upper,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_bel,27.663761,Lower,B_Surf,Max
Hydrophinnae,Chitulia,Chi_bel,30.806309,Upper,B_Surf,Max
Hydrophinnae,Chitulia,Chi_bel,26.43,Lower,M_Surf,Max
Hydrophinnae,Chitulia,Chi_bel,29.7,Upper,M_Surf,Max
Hydrophinnae,Chitulia,Chi_bel,10.47539806,Lower,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_bel,29.23039627,Upper,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_bel,24.48027039,Lower,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_bel,29.23244286,Upper,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_bel,24.5390873,Lower,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_bel,29.23454475,Upper,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_bel,24.50620651,Lower,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_bel,29.12925529,Upper,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_bel,24.1,Lower,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_bel,28.63,Upper,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_bel,22,Lower,M_Surf,Min
Hydrophinnae,Chitulia,Chi_bel,27.93,Upper,M_Surf,Min
Hydrophinnae,Chitulia,Chi_bel,9.846584,Lower,B_Bma,Min
Hydrophinnae,Chitulia,Chi_bel,27.743522,Upper,B_Bma,Min
Hydrophinnae,Chitulia,Chi_bel,21.856503,Lower,B_Bme,Min
Hydrophinnae,Chitulia,Chi_bel,27.745259,Upper,B_Bme,Min
Hydrophinnae,Chitulia,Chi_bel,21.888738,Lower,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_bel,27.754919,Upper,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_bel,22.065069,Lower,B_Surf,Min
Hydrophinnae,Chitulia,Chi_bel,27.700237,Upper,B_Surf,Min
Hydrophinnae,Chitulia,Chi_ino,16.136251,Lower,B_Bma,Max
Hydrophinnae,Chitulia,Chi_ino,31.277304,Upper,B_Bma,Max
Hydrophinnae,Chitulia,Chi_ino,17.854566,Lower,B_Bme,Max
Hydrophinnae,Chitulia,Chi_ino,31.2573,Upper,B_Bme,Max
Hydrophinnae,Chitulia,Chi_ino,17.854417,Lower,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_ino,31.2573,Upper,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_ino,30.122236,Lower,B_Surf,Max
Hydrophinnae,Chitulia,Chi_ino,31.107306,Upper,B_Surf,Max
Hydrophinnae,Chitulia,Chi_ino,29.21,Lower,M_Surf,Max
Hydrophinnae,Chitulia,Chi_ino,30.17,Upper,M_Surf,Max
Hydrophinnae,Chitulia,Chi_ino,14.64380932,Lower,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_ino,28.57042313,Upper,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_ino,14.64382267,Lower,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_ino,28.70659065,Upper,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_ino,14.64377785,Lower,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_ino,28.70659065,Upper,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_ino,26.44844055,Lower,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_ino,28.63474846,Upper,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_ino,26.58,Lower,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_ino,28.04,Upper,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_ino,19.97,Lower,M_Surf,Min
Hydrophinnae,Chitulia,Chi_ino,26.13,Upper,M_Surf,Min
Hydrophinnae,Chitulia,Chi_ino,13.146369,Lower,B_Bma,Min
Hydrophinnae,Chitulia,Chi_ino,26.309501,Upper,B_Bma,Min
Hydrophinnae,Chitulia,Chi_ino,14.041509,Lower,B_Bme,Min
Hydrophinnae,Chitulia,Chi_ino,26.288282,Upper,B_Bme,Min
Hydrophinnae,Chitulia,Chi_ino,14.040714,Lower,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_ino,26.288282,Upper,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_ino,19.174475,Lower,B_Surf,Min
Hydrophinnae,Chitulia,Chi_ino,26.411625,Upper,B_Surf,Min
Hydrophinnae,Chitulia,Chi_lap,4.49395,Lower,B_Bma,Max
Hydrophinnae,Chitulia,Chi_lap,34.802596,Upper,B_Bma,Max
Hydrophinnae,Chitulia,Chi_lap,4.494929,Lower,B_Bme,Max
Hydrophinnae,Chitulia,Chi_lap,34.957038,Upper,B_Bme,Max
Hydrophinnae,Chitulia,Chi_lap,4.494928,Lower,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_lap,34.824123,Upper,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_lap,30.803814,Lower,B_Surf,Max
Hydrophinnae,Chitulia,Chi_lap,34.611031,Upper,B_Surf,Max
Hydrophinnae,Chitulia,Chi_lap,29.88,Lower,M_Surf,Max
Hydrophinnae,Chitulia,Chi_lap,33.76,Upper,M_Surf,Max
Hydrophinnae,Chitulia,Chi_lap,4.41918993,Lower,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_lap,28.45908546,Upper,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_lap,4.42000103,Lower,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_lap,29.62394524,Upper,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_lap,4.42000103,Lower,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_lap,29.80139542,Upper,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_lap,26.46935844,Lower,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_lap,29.32825089,Upper,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_lap,25.43,Lower,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_lap,28.64,Upper,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_lap,16.34,Lower,M_Surf,Min
Hydrophinnae,Chitulia,Chi_lap,27.66,Upper,M_Surf,Min
Hydrophinnae,Chitulia,Chi_lap,4.361843,Lower,B_Bma,Min
Hydrophinnae,Chitulia,Chi_lap,25.660918,Upper,B_Bma,Min
Hydrophinnae,Chitulia,Chi_lap,4.362137,Lower,B_Bme,Min
Hydrophinnae,Chitulia,Chi_lap,26.879954,Upper,B_Bme,Min
Hydrophinnae,Chitulia,Chi_lap,4.362136,Lower,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_lap,27.580949,Upper,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_lap,17.057625,Lower,B_Surf,Min
Hydrophinnae,Chitulia,Chi_lap,27.409071,Upper,B_Surf,Min
Hydrophinnae,Chitulia,Chi_orn,2.780566,Lower,B_Bma,Max
Hydrophinnae,Chitulia,Chi_orn,33.999345,Upper,B_Bma,Max
Hydrophinnae,Chitulia,Chi_orn,3.306424,Lower,B_Bme,Max
Hydrophinnae,Chitulia,Chi_orn,34.373414,Upper,B_Bme,Max
Hydrophinnae,Chitulia,Chi_orn,3.318004,Lower,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_orn,34.41456,Upper,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_orn,23.668449,Lower,B_Surf,Max
Hydrophinnae,Chitulia,Chi_orn,34.3209,Upper,B_Surf,Max
Hydrophinnae,Chitulia,Chi_orn,21.47,Lower,M_Surf,Max
Hydrophinnae,Chitulia,Chi_orn,33.13,Upper,M_Surf,Max
Hydrophinnae,Chitulia,Chi_orn,2.688705921,Lower,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_orn,29.36031723,Upper,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_orn,3.298203945,Lower,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_orn,29.52953148,Upper,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_orn,3.305176973,Lower,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_orn,29.47096825,Upper,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_orn,19.45336533,Lower,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_orn,29.43584824,Upper,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_orn,18.52,Lower,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_orn,28.77,Upper,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_orn,14.96,Lower,M_Surf,Min
Hydrophinnae,Chitulia,Chi_orn,27.91,Upper,M_Surf,Min
Hydrophinnae,Chitulia,Chi_orn,2.588987,Lower,B_Bma,Min
Hydrophinnae,Chitulia,Chi_orn,27.567347,Upper,B_Bma,Min
Hydrophinnae,Chitulia,Chi_orn,3.291564,Lower,B_Bme,Min
Hydrophinnae,Chitulia,Chi_orn,27.913341,Upper,B_Bme,Min
Hydrophinnae,Chitulia,Chi_orn,3.29485,Lower,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_orn,27.913341,Upper,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_orn,15.758902,Lower,B_Surf,Min
Hydrophinnae,Chitulia,Chi_orn,28.427492,Upper,B_Surf,Min
Hydrophinnae,Chitulia,Chi_tor,1.270322,Lower,B_Bma,Max
Hydrophinnae,Chitulia,Chi_tor,31.592333,Upper,B_Bma,Max
Hydrophinnae,Chitulia,Chi_tor,1.551778,Lower,B_Bme,Max
Hydrophinnae,Chitulia,Chi_tor,31.483699,Upper,B_Bme,Max
Hydrophinnae,Chitulia,Chi_tor,1.937532,Lower,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_tor,31.500398,Upper,B_Bmi,Max
Hydrophinnae,Chitulia,Chi_tor,30.072964,Lower,B_Surf,Max
Hydrophinnae,Chitulia,Chi_tor,31.172869,Upper,B_Surf,Max
Hydrophinnae,Chitulia,Chi_tor,28.92,Lower,M_Surf,Max
Hydrophinnae,Chitulia,Chi_tor,30.36,Upper,M_Surf,Max
Hydrophinnae,Chitulia,Chi_tor,1.223538995,Lower,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_tor,29.54185677,Upper,B_Bma,Mean
Hydrophinnae,Chitulia,Chi_tor,1.49642396,Lower,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_tor,29.41668129,Upper,B_Bme,Mean
Hydrophinnae,Chitulia,Chi_tor,1.862653017,Lower,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_tor,29.41668129,Upper,B_Bmi,Mean
Hydrophinnae,Chitulia,Chi_tor,28.68291092,Lower,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_tor,29.36349678,Upper,B_Surf,Mean
Hydrophinnae,Chitulia,Chi_tor,28.08,Lower,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_tor,28.72,Upper,M_Surf,Mean
Hydrophinnae,Chitulia,Chi_tor,26.02,Lower,M_Surf,Min
Hydrophinnae,Chitulia,Chi_tor,26.74,Upper,M_Surf,Min
Hydrophinnae,Chitulia,Chi_tor,1.179017,Lower,B_Bma,Min
Hydrophinnae,Chitulia,Chi_tor,27.357373,Upper,B_Bma,Min
Hydrophinnae,Chitulia,Chi_tor,1.453316,Lower,B_Bme,Min
Hydrophinnae,Chitulia,Chi_tor,27.26523,Upper,B_Bme,Min
Hydrophinnae,Chitulia,Chi_tor,1.774166,Lower,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_tor,27.26523,Upper,B_Bmi,Min
Hydrophinnae,Chitulia,Chi_tor,25.665443,Lower,B_Surf,Min
Hydrophinnae,Chitulia,Chi_tor,27.059841,Upper,B_Surf,Min
Hydrophinnae,Disteira,Dis_kin,24.643426,Lower,B_Bma,Max
Hydrophinnae,Disteira,Dis_kin,31.778742,Upper,B_Bma,Max
Hydrophinnae,Disteira,Dis_kin,24.716447,Lower,B_Bme,Max
Hydrophinnae,Disteira,Dis_kin,31.690583,Upper,B_Bme,Max
Hydrophinnae,Disteira,Dis_kin,24.716447,Lower,B_Bmi,Max
Hydrophinnae,Disteira,Dis_kin,31.690583,Upper,B_Bmi,Max
Hydrophinnae,Disteira,Dis_kin,23.826597,Lower,B_Surf,Max
Hydrophinnae,Disteira,Dis_kin,31.706841,Upper,B_Surf,Max
Hydrophinnae,Disteira,Dis_kin,22.35,Lower,M_Surf,Max
Hydrophinnae,Disteira,Dis_kin,31.04,Upper,M_Surf,Max
Hydrophinnae,Disteira,Dis_kin,20.9519577,Lower,B_Bma,Mean
Hydrophinnae,Disteira,Dis_kin,28.34884453,Upper,B_Bma,Mean
Hydrophinnae,Disteira,Dis_kin,20.98699379,Lower,B_Bme,Mean
Hydrophinnae,Disteira,Dis_kin,28.48130608,Upper,B_Bme,Mean
Hydrophinnae,Disteira,Dis_kin,20.98699379,Lower,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_kin,28.54349518,Upper,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_kin,20.34290314,Lower,B_Surf,Mean
Hydrophinnae,Disteira,Dis_kin,28.68437004,Upper,B_Surf,Mean
Hydrophinnae,Disteira,Dis_kin,19.61,Lower,M_Surf,Mean
Hydrophinnae,Disteira,Dis_kin,28.4,Upper,M_Surf,Mean
Hydrophinnae,Disteira,Dis_kin,16.82,Lower,M_Surf,Min
Hydrophinnae,Disteira,Dis_kin,25.49,Upper,M_Surf,Min
Hydrophinnae,Disteira,Dis_kin,17.35734,Lower,B_Bma,Min
Hydrophinnae,Disteira,Dis_kin,25.0847,Upper,B_Bma,Min
Hydrophinnae,Disteira,Dis_kin,17.387754,Lower,B_Bme,Min
Hydrophinnae,Disteira,Dis_kin,25.128844,Upper,B_Bme,Min
Hydrophinnae,Disteira,Dis_kin,17.387754,Lower,B_Bmi,Min
Hydrophinnae,Disteira,Dis_kin,25.095001,Upper,B_Bmi,Min
Hydrophinnae,Disteira,Dis_kin,16.114992,Lower,B_Surf,Min
Hydrophinnae,Disteira,Dis_kin,25.169174,Upper,B_Surf,Min
Hydrophinnae,Disteira,Dis_maj,22.108713,Lower,B_Bma,Max
Hydrophinnae,Disteira,Dis_maj,31.7309,Upper,B_Bma,Max
Hydrophinnae,Disteira,Dis_maj,24.199822,Lower,B_Bme,Max
Hydrophinnae,Disteira,Dis_maj,31.71893,Upper,B_Bme,Max
Hydrophinnae,Disteira,Dis_maj,24.367506,Lower,B_Bmi,Max
Hydrophinnae,Disteira,Dis_maj,31.721164,Upper,B_Bmi,Max
Hydrophinnae,Disteira,Dis_maj,23.677359,Lower,B_Surf,Max
Hydrophinnae,Disteira,Dis_maj,31.706718,Upper,B_Surf,Max
Hydrophinnae,Disteira,Dis_maj,22.2,Lower,M_Surf,Max
Hydrophinnae,Disteira,Dis_maj,30.88,Upper,M_Surf,Max
Hydrophinnae,Disteira,Dis_maj,20.36574745,Lower,B_Bma,Mean
Hydrophinnae,Disteira,Dis_maj,28.60925293,Upper,B_Bma,Mean
Hydrophinnae,Disteira,Dis_maj,20.00559616,Lower,B_Bme,Mean
Hydrophinnae,Disteira,Dis_maj,28.63673019,Upper,B_Bme,Mean
Hydrophinnae,Disteira,Dis_maj,20.20474243,Lower,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_maj,28.62757492,Upper,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_maj,19.45336533,Lower,B_Surf,Mean
Hydrophinnae,Disteira,Dis_maj,28.64830399,Upper,B_Surf,Mean
Hydrophinnae,Disteira,Dis_maj,18.85,Lower,M_Surf,Mean
Hydrophinnae,Disteira,Dis_maj,28.45,Upper,M_Surf,Mean
Hydrophinnae,Disteira,Dis_maj,14.96,Lower,M_Surf,Min
Hydrophinnae,Disteira,Dis_maj,26.33,Upper,M_Surf,Min
Hydrophinnae,Disteira,Dis_maj,17.280062,Lower,B_Bma,Min
Hydrophinnae,Disteira,Dis_maj,25.405169,Upper,B_Bma,Min
Hydrophinnae,Disteira,Dis_maj,17.053774,Lower,B_Bme,Min
Hydrophinnae,Disteira,Dis_maj,25.349762,Upper,B_Bme,Min
Hydrophinnae,Disteira,Dis_maj,17.263986,Lower,B_Bmi,Min
Hydrophinnae,Disteira,Dis_maj,25.306514,Upper,B_Bmi,Min
Hydrophinnae,Disteira,Dis_maj,15.758902,Lower,B_Surf,Min
Hydrophinnae,Disteira,Dis_maj,25.293213,Upper,B_Surf,Min
Hydrophinnae,Disteira,Dis_nig,12.037569,Lower,B_Bma,Max
Hydrophinnae,Disteira,Dis_nig,31.525193,Upper,B_Bma,Max
Hydrophinnae,Disteira,Dis_nig,12.464193,Lower,B_Bme,Max
Hydrophinnae,Disteira,Dis_nig,31.567979,Upper,B_Bme,Max
Hydrophinnae,Disteira,Dis_nig,29.406904,Lower,B_Bmi,Max
Hydrophinnae,Disteira,Dis_nig,31.743015,Upper,B_Bmi,Max
Hydrophinnae,Disteira,Dis_nig,29.296114,Lower,B_Surf,Max
Hydrophinnae,Disteira,Dis_nig,31.428383,Upper,B_Surf,Max
Hydrophinnae,Disteira,Dis_nig,27.79,Lower,M_Surf,Max
Hydrophinnae,Disteira,Dis_nig,29.97,Upper,M_Surf,Max
Hydrophinnae,Disteira,Dis_nig,11.89969635,Lower,B_Bma,Mean
Hydrophinnae,Disteira,Dis_nig,29.36031723,Upper,B_Bma,Mean
Hydrophinnae,Disteira,Dis_nig,12.25784683,Lower,B_Bme,Mean
Hydrophinnae,Disteira,Dis_nig,29.52953148,Upper,B_Bme,Mean
Hydrophinnae,Disteira,Dis_nig,25.57484055,Lower,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_nig,29.57472992,Upper,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_nig,25.5723362,Lower,B_Surf,Mean
Hydrophinnae,Disteira,Dis_nig,29.47552872,Upper,B_Surf,Mean
Hydrophinnae,Disteira,Dis_nig,25.54,Lower,M_Surf,Mean
Hydrophinnae,Disteira,Dis_nig,28.78,Upper,M_Surf,Mean
Hydrophinnae,Disteira,Dis_nig,22.2,Lower,M_Surf,Min
Hydrophinnae,Disteira,Dis_nig,27.92,Upper,M_Surf,Min
Hydrophinnae,Disteira,Dis_nig,11.785727,Lower,B_Bma,Min
Hydrophinnae,Disteira,Dis_nig,26.133976,Upper,B_Bma,Min
Hydrophinnae,Disteira,Dis_nig,12.116675,Lower,B_Bme,Min
Hydrophinnae,Disteira,Dis_nig,27.397853,Upper,B_Bme,Min
Hydrophinnae,Disteira,Dis_nig,21.728257,Lower,B_Bmi,Min
Hydrophinnae,Disteira,Dis_nig,27.837836,Upper,B_Bmi,Min
Hydrophinnae,Disteira,Dis_nig,21.572006,Lower,B_Surf,Min
Hydrophinnae,Disteira,Dis_nig,27.797247,Upper,B_Surf,Min
Hydrophinnae,Disteira,Dis_sto,3.306424,Lower,B_Bma,Max
Hydrophinnae,Disteira,Dis_sto,31.653776,Upper,B_Bma,Max
Hydrophinnae,Disteira,Dis_sto,3.306424,Lower,B_Bme,Max
Hydrophinnae,Disteira,Dis_sto,31.691533,Upper,B_Bme,Max
Hydrophinnae,Disteira,Dis_sto,3.318004,Lower,B_Bmi,Max
Hydrophinnae,Disteira,Dis_sto,31.729566,Upper,B_Bmi,Max
Hydrophinnae,Disteira,Dis_sto,23.777231,Lower,B_Surf,Max
Hydrophinnae,Disteira,Dis_sto,31.674873,Upper,B_Surf,Max
Hydrophinnae,Disteira,Dis_sto,22.07,Lower,M_Surf,Max
Hydrophinnae,Disteira,Dis_sto,31.41,Upper,M_Surf,Max
Hydrophinnae,Disteira,Dis_sto,3.298203945,Lower,B_Bma,Mean
Hydrophinnae,Disteira,Dis_sto,28.63514137,Upper,B_Bma,Mean
Hydrophinnae,Disteira,Dis_sto,3.298203945,Lower,B_Bme,Mean
Hydrophinnae,Disteira,Dis_sto,29.36748505,Upper,B_Bme,Mean
Hydrophinnae,Disteira,Dis_sto,3.305176973,Lower,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_sto,29.36748505,Upper,B_Bmi,Mean
Hydrophinnae,Disteira,Dis_sto,19.99373627,Lower,B_Surf,Mean
Hydrophinnae,Disteira,Dis_sto,29.34171867,Upper,B_Surf,Mean
Hydrophinnae,Disteira,Dis_sto,19.03,Lower,M_Surf,Mean
Hydrophinnae,Disteira,Dis_sto,28.48,Upper,M_Surf,Mean
Hydrophinnae,Disteira,Dis_sto,15.16,Lower,M_Surf,Min
Hydrophinnae,Disteira,Dis_sto,27.75,Upper,M_Surf,Min
Hydrophinnae,Disteira,Dis_sto,3.291564,Lower,B_Bma,Min
Hydrophinnae,Disteira,Dis_sto,25.92859,Upper,B_Bma,Min
Hydrophinnae,Disteira,Dis_sto,3.291564,Lower,B_Bme,Min
Hydrophinnae,Disteira,Dis_sto,27.268589,Upper,B_Bme,Min
Hydrophinnae,Disteira,Dis_sto,3.29485,Lower,B_Bmi,Min
Hydrophinnae,Disteira,Dis_sto,27.268589,Upper,B_Bmi,Min
Hydrophinnae,Disteira,Dis_sto,15.765247,Lower,B_Surf,Min
Hydrophinnae,Disteira,Dis_sto,28.283028,Upper,B_Surf,Min
Hydrophinnae,Emydocephalus,Emy_ann,2.823861,Lower,B_Bma,Max
Hydrophinnae,Emydocephalus,Emy_ann,31.092149,Upper,B_Bma,Max
Hydrophinnae,Emydocephalus,Emy_ann,8.455759,Lower,B_Bme,Max
Hydrophinnae,Emydocephalus,Emy_ann,31.18018,Upper,B_Bme,Max
Hydrophinnae,Emydocephalus,Emy_ann,11.94478,Lower,B_Bmi,Max
Hydrophinnae,Emydocephalus,Emy_ann,31.322429,Upper,B_Bmi,Max
Hydrophinnae,Emydocephalus,Emy_ann,23.913279,Lower,B_Surf,Max
Hydrophinnae,Emydocephalus,Emy_ann,31.458164,Upper,B_Surf,Max
Hydrophinnae,Emydocephalus,Emy_ann,22.79,Lower,M_Surf,Max
Hydrophinnae,Emydocephalus,Emy_ann,30.28,Upper,M_Surf,Max
Hydrophinnae,Emydocephalus,Emy_ann,2.754770041,Lower,B_Bma,Mean
Hydrophinnae,Emydocephalus,Emy_ann,28.35441971,Upper,B_Bma,Mean
Hydrophinnae,Emydocephalus,Emy_ann,8.254055023,Lower,B_Bme,Mean
Hydrophinnae,Emydocephalus,Emy_ann,28.82308006,Upper,B_Bme,Mean
Hydrophinnae,Emydocephalus,Emy_ann,10.95575333,Lower,B_Bmi,Mean
Hydrophinnae,Emydocephalus,Emy_ann,29.04446602,Upper,B_Bmi,Mean
Hydrophinnae,Emydocephalus,Emy_ann,20.37249184,Lower,B_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_ann,29.13902283,Upper,B_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_ann,19.29,Lower,M_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_ann,28.52,Upper,M_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_ann,15.16,Lower,M_Surf,Min
Hydrophinnae,Emydocephalus,Emy_ann,27.5,Upper,M_Surf,Min
Hydrophinnae,Emydocephalus,Emy_ann,2.643154,Lower,B_Bma,Min
Hydrophinnae,Emydocephalus,Emy_ann,25.668405,Upper,B_Bma,Min
Hydrophinnae,Emydocephalus,Emy_ann,8.022836,Lower,B_Bme,Min
Hydrophinnae,Emydocephalus,Emy_ann,26.557485,Upper,B_Bme,Min
Hydrophinnae,Emydocephalus,Emy_ann,10.026843,Lower,B_Bmi,Min
Hydrophinnae,Emydocephalus,Emy_ann,27.499954,Upper,B_Bmi,Min
Hydrophinnae,Emydocephalus,Emy_ann,16.019545,Lower,B_Surf,Min
Hydrophinnae,Emydocephalus,Emy_ann,27.769011,Upper,B_Surf,Min
Hydrophinnae,Emydocephalus,Emy_iji,4.497138,Lower,B_Bma,Max
Hydrophinnae,Emydocephalus,Emy_iji,27.765461,Upper,B_Bma,Max
Hydrophinnae,Emydocephalus,Emy_iji,13.129488,Lower,B_Bme,Max
Hydrophinnae,Emydocephalus,Emy_iji,30.075682,Upper,B_Bme,Max
Hydrophinnae,Emydocephalus,Emy_iji,29.615671,Lower,B_Bmi,Max
Hydrophinnae,Emydocephalus,Emy_iji,30.075682,Upper,B_Bmi,Max
Hydrophinnae,Emydocephalus,Emy_iji,29.661682,Lower,B_Surf,Max
Hydrophinnae,Emydocephalus,Emy_iji,30.012287,Upper,B_Surf,Max
Hydrophinnae,Emydocephalus,Emy_iji,28.31,Lower,M_Surf,Max
Hydrophinnae,Emydocephalus,Emy_iji,29.73,Upper,M_Surf,Max
Hydrophinnae,Emydocephalus,Emy_iji,4.217743874,Lower,B_Bma,Mean
Hydrophinnae,Emydocephalus,Emy_iji,24.09611702,Upper,B_Bma,Mean
