Family,Genus,Species,Temp,Limit,Base,Temperature
Hydrophinnae,Emydocephalus,Emy_iji,11.63420296,Lower,B_Bme,Mean
Hydrophinnae,Emydocephalus,Emy_iji,27.14201355,Upper,B_Bme,Mean
Hydrophinnae,Emydocephalus,Emy_iji,25.04498482,Lower,B_Bmi,Mean
Hydrophinnae,Emydocephalus,Emy_iji,27.14201355,Upper,B_Bmi,Mean
Hydrophinnae,Emydocephalus,Emy_iji,24.94642067,Lower,B_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_iji,27.38111877,Upper,B_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_iji,24.45,Lower,M_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_iji,26.84,Upper,M_Surf,Mean
Hydrophinnae,Emydocephalus,Emy_iji,20.79,Lower,M_Surf,Min
Hydrophinnae,Emydocephalus,Emy_iji,23.72,Upper,M_Surf,Min
Hydrophinnae,Emydocephalus,Emy_iji,3.850088,Lower,B_Bma,Min
Hydrophinnae,Emydocephalus,Emy_iji,21.910897,Upper,B_Bma,Min
Hydrophinnae,Emydocephalus,Emy_iji,9.654112,Lower,B_Bme,Min
Hydrophinnae,Emydocephalus,Emy_iji,23.633853,Upper,B_Bme,Min
Hydrophinnae,Emydocephalus,Emy_iji,20.456174,Lower,B_Bmi,Min
Hydrophinnae,Emydocephalus,Emy_iji,23.633853,Upper,B_Bmi,Min
Hydrophinnae,Emydocephalus,Emy_iji,20.732624,Lower,B_Surf,Min
Hydrophinnae,Emydocephalus,Emy_iji,24.050869,Upper,B_Surf,Min
Hydrophinnae,Enhydrina,Enh_zwe,27.25483,Lower,B_Bma,Max
Hydrophinnae,Enhydrina,Enh_zwe,30.775647,Upper,B_Bma,Max
Hydrophinnae,Enhydrina,Enh_zwe,27.402498,Lower,B_Bme,Max
Hydrophinnae,Enhydrina,Enh_zwe,30.761223,Upper,B_Bme,Max
Hydrophinnae,Enhydrina,Enh_zwe,27.50525,Lower,B_Bmi,Max
Hydrophinnae,Enhydrina,Enh_zwe,30.754632,Upper,B_Bmi,Max
Hydrophinnae,Enhydrina,Enh_zwe,27.069994,Lower,B_Surf,Max
Hydrophinnae,Enhydrina,Enh_zwe,30.769993,Upper,B_Surf,Max
Hydrophinnae,Enhydrina,Enh_zwe,26.57,Lower,M_Surf,Max
Hydrophinnae,Enhydrina,Enh_zwe,30.14,Upper,M_Surf,Max
Hydrophinnae,Enhydrina,Enh_zwe,23.76125145,Lower,B_Bma,Mean
Hydrophinnae,Enhydrina,Enh_zwe,27.98782539,Upper,B_Bma,Mean
Hydrophinnae,Enhydrina,Enh_zwe,23.72825432,Lower,B_Bme,Mean
Hydrophinnae,Enhydrina,Enh_zwe,27.95034981,Upper,B_Bme,Mean
Hydrophinnae,Enhydrina,Enh_zwe,23.88709259,Lower,B_Bmi,Mean
Hydrophinnae,Enhydrina,Enh_zwe,27.79589272,Upper,B_Bmi,Mean
Hydrophinnae,Enhydrina,Enh_zwe,23.03633881,Lower,B_Surf,Mean
Hydrophinnae,Enhydrina,Enh_zwe,28.05387878,Upper,B_Surf,Mean
Hydrophinnae,Enhydrina,Enh_zwe,22.62,Lower,M_Surf,Mean
Hydrophinnae,Enhydrina,Enh_zwe,27.86,Upper,M_Surf,Mean
Hydrophinnae,Enhydrina,Enh_zwe,17.76,Lower,M_Surf,Min
Hydrophinnae,Enhydrina,Enh_zwe,25.37,Upper,M_Surf,Min
Hydrophinnae,Enhydrina,Enh_zwe,20.144969,Lower,B_Bma,Min
Hydrophinnae,Enhydrina,Enh_zwe,25.056902,Upper,B_Bma,Min
Hydrophinnae,Enhydrina,Enh_zwe,20.106893,Lower,B_Bme,Min
Hydrophinnae,Enhydrina,Enh_zwe,24.950813,Upper,B_Bme,Min
Hydrophinnae,Enhydrina,Enh_zwe,20.315466,Lower,B_Bmi,Min
Hydrophinnae,Enhydrina,Enh_zwe,24.457183,Upper,B_Bmi,Min
Hydrophinnae,Enhydrina,Enh_zwe,19.494083,Lower,B_Surf,Min
Hydrophinnae,Enhydrina,Enh_zwe,24.913727,Upper,B_Surf,Min
Hydrophinnae,Ephalophis,Eph_gre,29.807986,Lower,B_Bma,Max
Hydrophinnae,Ephalophis,Eph_gre,31.653776,Upper,B_Bma,Max
Hydrophinnae,Ephalophis,Eph_gre,29.687414,Lower,B_Bme,Max
Hydrophinnae,Ephalophis,Eph_gre,31.489611,Upper,B_Bme,Max
Hydrophinnae,Ephalophis,Eph_gre,29.687414,Lower,B_Bmi,Max
Hydrophinnae,Ephalophis,Eph_gre,31.539415,Upper,B_Bmi,Max
Hydrophinnae,Ephalophis,Eph_gre,30.201136,Lower,B_Surf,Max
Hydrophinnae,Ephalophis,Eph_gre,31.688248,Upper,B_Surf,Max
Hydrophinnae,Ephalophis,Eph_gre,26.83,Lower,M_Surf,Max
Hydrophinnae,Ephalophis,Eph_gre,30.6,Upper,M_Surf,Max
Hydrophinnae,Ephalophis,Eph_gre,25.08879662,Lower,B_Bma,Mean
Hydrophinnae,Ephalophis,Eph_gre,27.68888092,Upper,B_Bma,Mean
Hydrophinnae,Ephalophis,Eph_gre,25.12822723,Lower,B_Bme,Mean
Hydrophinnae,Ephalophis,Eph_gre,27.70620537,Upper,B_Bme,Mean
Hydrophinnae,Ephalophis,Eph_gre,25.14945984,Lower,B_Bmi,Mean
Hydrophinnae,Ephalophis,Eph_gre,27.70620537,Upper,B_Bmi,Mean
Hydrophinnae,Ephalophis,Eph_gre,24.98329353,Lower,B_Surf,Mean
Hydrophinnae,Ephalophis,Eph_gre,27.55185699,Upper,B_Surf,Mean
Hydrophinnae,Ephalophis,Eph_gre,23.8,Lower,M_Surf,Mean
Hydrophinnae,Ephalophis,Eph_gre,27.6,Upper,M_Surf,Mean
Hydrophinnae,Ephalophis,Eph_gre,19.06,Lower,M_Surf,Min
Hydrophinnae,Ephalophis,Eph_gre,22.87,Upper,M_Surf,Min
Hydrophinnae,Ephalophis,Eph_gre,20.891378,Lower,B_Bma,Min
Hydrophinnae,Ephalophis,Eph_gre,22.791415,Upper,B_Bma,Min
Hydrophinnae,Ephalophis,Eph_gre,21.185355,Lower,B_Bme,Min
Hydrophinnae,Ephalophis,Eph_gre,22.855325,Upper,B_Bme,Min
Hydrophinnae,Ephalophis,Eph_gre,21.185355,Lower,B_Bmi,Min
Hydrophinnae,Ephalophis,Eph_gre,22.855325,Upper,B_Bmi,Min
Hydrophinnae,Ephalophis,Eph_gre,20.623199,Lower,B_Surf,Min
Hydrophinnae,Ephalophis,Eph_gre,21.97509,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_atr,0.774787,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_atr,31.866172,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_atr,0.774787,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_atr,31.907708,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_atr,0.774787,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_atr,31.863977,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_atr,28.991812,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_atr,31.460358,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_atr,28.06,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_atr,30.73,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_atr,0.769661009,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,29.6133728,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,0.769661009,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,29.63925171,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,0.769661009,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,29.61198044,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,25.21453667,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,29.48317528,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,25.1,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,28.91,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_atr,21.6,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_atr,27.87,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_atr,0.76193,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_atr,27.740757,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_atr,0.76193,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_atr,27.739389,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_atr,0.76193,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_atr,27.754919,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_atr,20.925644,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_atr,27.898632,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_bro,26.452171,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_bro,32.779187,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_bro,30.088905,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_bro,31.436376,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_bro,30.088905,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_bro,31.433255,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_bro,29.869343,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_bro,31.274303,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_bro,28.85,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_bro,30.21,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_bro,22.6550045,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,30.07436371,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,27.05626488,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,29.93048668,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,27.05626488,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,29.90300369,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,26.67987442,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,29.87164688,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,25.93,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,28.91,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_bro,22.52,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_bro,28.5,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_bro,18.207412,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_bro,28.691711,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_bro,22.020978,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_bro,28.751371,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_bro,22.020978,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_bro,28.686724,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_bro,21.700403,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_bro,28.676565,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_cya,4.49395,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_cya,34.530221,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_cya,4.494929,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_cya,34.727273,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_cya,4.494928,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_cya,34.727273,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_cya,27.274258,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_cya,34.544849,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_cya,25.35,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_cya,34.14,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_cya,4.41918993,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,29.66002464,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,4.42000103,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,29.35219002,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,4.42000103,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,29.30640984,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,20.33449554,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,29.22959518,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,19.65,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,28.69,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_cya,14.68,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_cya,27.93,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_cya,4.361843,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_cya,27.743522,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_cya,4.362137,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_cya,27.745259,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_cya,4.362136,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_cya,27.716351,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_cya,14.334088,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_cya,27.619345,Upper,B_Surf,Min
Hydrophinnae,Hydrelaps,Hyd_dar,26.839916,Lower,B_Bma,Max
Hydrophinnae,Hydrelaps,Hyd_dar,31.797664,Upper,B_Bma,Max
Hydrophinnae,Hydrelaps,Hyd_dar,30.014914,Lower,B_Bme,Max
Hydrophinnae,Hydrelaps,Hyd_dar,31.738277,Upper,B_Bme,Max
Hydrophinnae,Hydrelaps,Hyd_dar,30.014914,Lower,B_Bmi,Max
Hydrophinnae,Hydrelaps,Hyd_dar,31.738277,Upper,B_Bmi,Max
Hydrophinnae,Hydrelaps,Hyd_dar,29.729176,Lower,B_Surf,Max
Hydrophinnae,Hydrelaps,Hyd_dar,31.849993,Upper,B_Surf,Max
Hydrophinnae,Hydrelaps,Hyd_dar,28.44,Lower,M_Surf,Max
Hydrophinnae,Hydrelaps,Hyd_dar,31.58,Upper,M_Surf,Max
Hydrophinnae,Hydrelaps,Hyd_dar,25.20544434,Lower,B_Bma,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,28.63514137,Upper,B_Bma,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,26.18106461,Lower,B_Bme,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,28.63673019,Upper,B_Bme,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,26.18106461,Lower,B_Bmi,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,28.63166809,Upper,B_Bmi,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,26.27598763,Lower,B_Surf,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,28.52223015,Upper,B_Surf,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,25.75,Lower,M_Surf,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,28.4,Upper,M_Surf,Mean
Hydrophinnae,Hydrelaps,Hyd_dar,4.43,Lower,M_Surf,Min
Hydrophinnae,Hydrelaps,Hyd_dar,25.17,Upper,M_Surf,Min
Hydrophinnae,Hydrelaps,Hyd_dar,20.263147,Lower,B_Bma,Min
Hydrophinnae,Hydrelaps,Hyd_dar,25.109695,Upper,B_Bma,Min
Hydrophinnae,Hydrelaps,Hyd_dar,20.487046,Lower,B_Bme,Min
Hydrophinnae,Hydrelaps,Hyd_dar,25.120468,Upper,B_Bme,Min
Hydrophinnae,Hydrelaps,Hyd_dar,20.487046,Lower,B_Bmi,Min
Hydrophinnae,Hydrelaps,Hyd_dar,25.120468,Upper,B_Bmi,Min
Hydrophinnae,Hydrelaps,Hyd_dar,20.349993,Lower,B_Surf,Min
Hydrophinnae,Hydrelaps,Hyd_dar,25.313011,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_ele,1.69175,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_ele,31.744933,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_ele,1.691756,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_ele,31.786006,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_ele,1.691739,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_ele,31.731574,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_ele,20.143349,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_ele,31.80821,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_ele,17.79,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_ele,31.04,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_ele,1.678079963,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,28.63514137,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,1.67808497,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,29.13941383,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,1.678068995,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,29.13909912,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,17.0535183,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,29.15101242,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,16.42,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,28.53,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_ele,13.91,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_ele,27.39,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_ele,1.665029,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_ele,25.405169,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_ele,1.665034,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_ele,27.581522,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_ele,1.665019,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_ele,28.017013,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_ele,14.522221,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_ele,28.182711,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_fas,0.774787,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_fas,32.718627,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_fas,0.774787,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_fas,32.040109,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_fas,0.774787,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_fas,31.670682,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_fas,29.823879,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_fas,31.549145,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_fas,27.8,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_fas,30.71,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_fas,0.769661009,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,30.1262455,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,0.769661009,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,29.83772659,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,0.769661009,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,29.83772659,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,27.46417236,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,29.65006256,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,26.85,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,28.98,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_fas,22.37,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_fas,28.2,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_fas,0.76193,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_fas,28.950947,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_fas,0.76193,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_fas,28.682376,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_fas,0.76193,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_fas,28.682376,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_fas,23.706972,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_fas,28.546238,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_har,4.850863,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_har,32.37381,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_har,11.001043,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_har,32.109816,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_har,17.854417,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_har,32.25619,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_har,28.611021,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_har,31.792,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_har,27.23,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_har,30.92,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_har,4.612432003,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_har,29.80098915,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_har,10.36303234,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_har,29.67215919,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_har,12.46654034,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_har,29.80139542,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_har,24.31901932,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_har,29.54953957,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_har,24.43,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_har,28.98,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_har,10.58,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_har,27.95,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_har,4.372358,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_har,27.869488,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_har,9.635908,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_har,27.910254,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_har,13.30221,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_har,27.890283,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_har,18.599472,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_har,28.119993,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_jer,30.331807,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_jer,31.276198,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_jer,30.33279,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_jer,31.268311,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_jer,30.572987,Lower,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_jer,31.268311,Upper,B_Bmi,Max
Hydrophinnae,Hydrophis ,Hyd_jer,30.740908,Lower,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_jer,31.249992,Upper,B_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_jer,28.92,Lower,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_jer,29.56,Upper,M_Surf,Max
Hydrophinnae,Hydrophis ,Hyd_jer,28.26596642,Lower,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,29.44537544,Upper,B_Bma,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,28.26540375,Lower,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,29.4298687,Upper,B_Bme,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,28.30926323,Lower,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,29.4298687,Upper,B_Bmi,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,28.19447517,Lower,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,29.48317528,Upper,B_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,27.65,Lower,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,28.91,Upper,M_Surf,Mean
Hydrophinnae,Hydrophis ,Hyd_jer,25.52,Lower,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_jer,27.67,Upper,M_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_jer,25.034903,Lower,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_jer,27.28203,Upper,B_Bma,Min
Hydrophinnae,Hydrophis ,Hyd_jer,25.048516,Lower,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_jer,27.26523,Upper,B_Bme,Min
Hydrophinnae,Hydrophis ,Hyd_jer,25.060659,Lower,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_jer,27.26523,Upper,B_Bmi,Min
Hydrophinnae,Hydrophis ,Hyd_jer,24.957956,Lower,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_jer,27.139994,Upper,B_Surf,Min
Hydrophinnae,Hydrophis ,Hyd_mac,26.722631,Lower,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_mac,31.653776,Upper,B_Bma,Max
Hydrophinnae,Hydrophis ,Hyd_mac,27.205146,Lower,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_mac,31.418772,Upper,B_Bme,Max
Hydrophinnae,Hydrophis ,Hyd_mac,27.205146,Lower,B_Bmi,Max
